,0,1,2,3,4,5
3993,"Bán Phố KHƯƠNG TRUNG - ĐẦM HỒNG. 56m2, 5 tầng, thang máy c, ô tô. 7 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ,56 m2,6 PN,6 WC
3994,"✅✅Bán đất 51.3m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà, Kinh doanh nhỏ","Quận Nam Từ Liêm, Hà Nội",3 tỷ 330 triệu,50 m2,0 PN,0 WC
3995,"Lô góc Mặt phố Lý Thường Kiệt, Hoàn Kiếm 96m 6 Tầng Mt 5m Kinh doanh","Quận Hoàn Kiếm, Hà Nội",75 tỷ,96 m2,4 PN,4 WC
3996,"CC Bán nhà ngõ 460 KHƯƠNG ĐÌNH, 36M2 X 5T, ô tô, KD. 4.2 TỶ","Quận Thanh Xuân, Hà Nội",4 tỷ 200 triệu,36 m2,4 PN,4 WC
3997,"✅✅Bán đất 51.5m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà, Kinh doanh nhỏ","Quận Nam Từ Liêm, Hà Nội",3 tỷ 350 triệu,52 m2,0 PN,0 WC
3998,"Bán nhà Mặt phố Lý Thường Kiệt, Hoàn Kiếm 65m Mt 5.3m Vỉa hè Kinhdoanh","Quận Hoàn Kiếm, Hà Nội",63 tỷ,65 m2,3 PN,3 WC
3999,"Nhà nhỏ xinh, 2 ngủ, chợ Khâm Thiên, giá 1.48 tỷ","Quận Đống Đa, Hà Nội",1 tỷ 480 triệu,18 m2,2 PN,3 WC
4000,"Chính chủ bán gấp Nhà Khương Đình 42m2, MT4m,KD, nhà đẹp, tặng NT,4 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ,42 m2,4 PN,4 WC
4001,"✅✅Bán gấp Huyndai hillstate PHỐ CỔ Tô Hiệu, 180m2x3T🍁🍁 Kinh doanh Vỉ","Quận Hà Đông, Hà Nội",24 tỷ 900 triệu,180 m2,10 PN,10 WC
4002,"Bán nhà Hàng Hương(Lý Nam Đế), Hoàn Kiếm 67m 6 Tầng Mt 3.7m Thang máy","Quận Hoàn Kiếm, Hà Nội",26 tỷ 800 triệu,67 m2,8 PN,5 WC
4003,"Bán đất tặng nhà nhà cấp 4, Khâm Thiên, 26m2, giá 1.58 tỷ","Quận Đống Đa, Hà Nội",1 tỷ 580 triệu,26 m2,1 PN,1 WC
4004,✅✅Bán gấp MẶT PHỐ Xa La 140.1m2x5T🍁🍁 Vỉa hè - Ô tô tránh - Kinh Doan,"Quận Hà Đông, Hà Nội",23 tỷ 910 triệu,140 m2,10 PN,10 WC
4005,"Cần bán nhà TT trong ngõ phố cổ Hàng Điếu, Hoàn Kiếm. 2,5 tỷ.","Quận Hoàn Kiếm, Hà Nội",2 tỷ 500 triệu,40 m2,2 PN,2 WC
4006,"Sổ riêng biệt, 18m2, nhà 3 tầng, giá 1.26 tỷ, phố Khâm Thiên","Quận Đống Đa, Hà Nội",1 tỷ 260 triệu,18 m2,1 PN,2 WC
4007,"CCMN Khương Đình, Thanh Xuân, 55M2, 7T, 11 phòng cho thuê 50TR/T 6.2TỶ","Quận Thanh Xuân, Hà Nội",6 tỷ 200 triệu,55 m2,11 PN,11 WC
4008,✅✅Bán gấp MẶT PHỐ Xa La 140.3m2x5T🍁🍁 Vỉa hè - Ô tô tránh - Kinh Doan,"Quận Hà Đông, Hà Nội",23 tỷ 930 triệu,140 m2,10 PN,10 WC
4009,"Cần bán nhà khu TT 32 Lý Nam Đế, Hoàn Kiếm. Giá 3,25 tỷ","Quận Hoàn Kiếm, Hà Nội",3 tỷ 250 triệu,78 m2,3 PN,2 WC
4010,"Bán nhà KHƯƠNG HẠ THANH XUÂN. 58m2, 5 tầng, kinh doanh, ô tô. 7.15 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ 150 triệu,58 m2,4 PN,6 WC
4011,"✅Cần bán nhà gấp MẶT PHỐ Quang Trung , 40m2x4 tầng","Quận Hà Đông, Hà Nội",5 tỷ 800 triệu,40 m2,3 PN,3 WC
4012,Bán nhà mặt phố Ngọc Khánh 33m Mt 4.5m Đường 2 chiều Vỉa hè Kinh doanh,"Quận Ba Đình, Hà Nội",14 tỷ,33 m2,3 PN,3 WC
4013,"bán gấp nhà Khương Trung 5 Tầng, 42m2, nội thất đẹp, ở sướng. 4 tỷ.","Quận Thanh Xuân, Hà Nội",4 tỷ,42 m2,3 PN,4 WC
4014,"✅ Cần bán nhà mặt PHỐ CỔ Hà Đông, 42m2x4T, KD đỉnh","Quận Hà Đông, Hà Nội",7 tỷ 350 triệu,42 m2,4 PN,4 WC
4015,Siêu phẩm Apartment 11 Tầng(có hầm) 100m Mt 6.5m Dòng tiền siêu đỉnh,"Quận Ba Đình, Hà Nội",51 tỷ,100 m2,20 PN,20 WC
4016,"SIÊU PHẨM, Bán nhà Khương Đình 62m2 MT4m5,ô tô tránh, gần Ngã Tư Sở,KD","Quận Thanh Xuân, Hà Nội",10 tỷ 200 triệu,62 m2,4 PN,6 WC
4017,"✅Bán đất Chung cư mini Trung Văn, 60m2, Ôtô tránh","Quận Nam Từ Liêm, Hà Nội",4 tỷ 750 triệu,60 m2,0 PN,0 WC
4018,"Bán nhà Lê Trọng Tấn,Thanh Xuân: 45m2*4T. Ô TÔ VÀO NHÀ, PHÂN LÔ,5.5 tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ 500 triệu,45 m2,4 PN,4 WC
4019,✅ Cần bán nhà Trung Văn Ô tô tránh - Ngã 3 Kinh Doanh - 60m2 4 tỷ 75,"Quận Hà Đông, Hà Nội",4 tỷ 750 triệu,60 m2,1 PN,1 WC
4020,"Bán nhà Quảng Khánh, Tây Hồ 177m 6tầng Mt 6.7m Vỉa hè, đường 2 chiều","Quận Tây Hồ, Hà Nội",92 tỷ,177 m2,5 PN,5 WC
4021,"Bán nhà Hoàng Văn Thái 44m2, MT 4m, Phân lô, ô tô vào nhà,KD 5.85 tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ 850 triệu,44 m2,4 PN,4 WC
4022,🍁🍁🍁Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 60m 4,"Quận Hà Đông, Hà Nội",4 tỷ 590 triệu,60 m2,1 PN,1 WC
4023,Bán nhà mặt phố Lạc Long Quân 64m 3Tầng Mt 4m Vỉa hè Kinh doanh,"Quận Tây Hồ, Hà Nội",22 tỷ 500 triệu,64 m2,2 PN,2 WC
4024,"Bán nhà Ngã Tư Sở 41m2, MT 4m, Phân lô, ô tô tránh,vào nhà, KD,5.56 ty","Quận Thanh Xuân, Hà Nội",5 tỷ 650 triệu,41 m2,4 PN,4 WC
4025,🏡🏡🏡 MẶT PHỐ giáp Làng Việt Kiều châu Âu - Vỉa hè - Kinh doanh sầm,"Quận Hà Đông, Hà Nội",8 tỷ 900 triệu,44 m2,4 PN,4 WC
4026,Bán Tòa nhà VP mặt đường Lạc Long Quân 260m 6 tầng 1 hầm Mt 8.7m,"Quận Tây Hồ, Hà Nội",73 tỷ,260 m2,10 PN,10 WC
4027,🍀🍀🍀 Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 61m2,"Quận Hà Đông, Hà Nội",4 tỷ 595 triệu,61 m2,0 PN,0 WC
4028,"Cần bán nhà ngõ 92 phố Đào Tấn, quận Ba Đình. 9,7 tỷ.","Quận Ba Đình, Hà Nội",9 tỷ 700 triệu,70 m2,6 PN,6 WC
4029,🍀🍀🍀 Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 59m2,"Quận Hà Đông, Hà Nội",4 tỷ 590 triệu,59 m2,0 PN,0 WC
4030,"Cần bán nhà Mặt Phố Liên Trì, quận Hoàn Kiếm. 25 tỷ.","Quận Hoàn Kiếm, Hà Nội",25 tỷ,91 m2,3 PN,2 WC
4031,🍀🍀🍀 Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 58m2,"Quận Hà Đông, Hà Nội",4 tỷ 591 triệu,62 m2,0 PN,0 WC
4032,"✅✅✅Ô TÔ ĐỖ CỬA - Làng Việt kiều châu Âu🍁🍁 Dân trí cán bộ , 38m2x4T","Quận Hà Đông, Hà Nội",4 tỷ 550 triệu,38 m2,4 PN,4 WC
4033,"Bán nhà mặt phố Nguyễn Hữu Huân, Q. Hoàn Kiếm 65m, Mt 4m Kinh doanh","Quận Hoàn Kiếm, Hà Nội",53 tỷ,65 m2,2 PN,2 WC
4034,"✅✅✅Ô TÔ ĐỖ CỬA - Làng Việt kiều châu Âu🍁🍁 Dân trí cán bộ , 39m2x4T","Quận Hà Đông, Hà Nội",4 tỷ 560 triệu,39 m2,4 PN,4 WC
4035,"Bán nhà MP cổ Bát Sứ, Q.Hoàn Kiếm 110m, Mt 5m, Kinh doanh đỉnh","Quận Hoàn Kiếm, Hà Nội",57 tỷ,110 m2,3 PN,3 WC
4036,"✅✅Bán đất 51.4m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà, Kinh doanh nhỏ","Quận Nam Từ Liêm, Hà Nội",3 tỷ 340 triệu,51 m2,0 PN,0 WC
4037,Bán nhà Mặt phố cổ Hoàn Kiếm 4 Tầng Mt 9m. Vỉa hè rộng Kinh doanh,"Quận Hoàn Kiếm, Hà Nội",38 tỷ,40 m2,4 PN,4 WC
4038,"✅✅Bán biệt thự Sinh Thái TASCO VILLA, gần SVĐ Mỹ Đình 🍁🍁 86TR/M2","Quận Nam Từ Liêm, Hà Nội",18 tỷ 600 triệu,220 m2,8 PN,8 WC
4039,"Bán nhà Mặt phố cổ Bát Đàn, Hoàn Kiếm 60m 5Tầng Mt 3.8m Vỉa hè KiDoanh","Quận Hoàn Kiếm, Hà Nội",45 tỷ 500 triệu,60 m2,5 PN,5 WC
4040,✅✅Bán gấp MẶT PHỐ Cầu Bươu 172.3m2 x2T 🍁🍁 Vỉa hè Kinh Doanh Ô tô trá,"Quận Hà Đông, Hà Nội",20 tỷ 553 triệu,172 m2,8 PN,4 WC
4041,"Bán nhà Lô góc mặt phố cổ Hàng Bè, Hoàn Kiếm 5 Tầng Thang máy Mt 7m","Quận Hoàn Kiếm, Hà Nội",63 tỷ,63 m2,10 PN,10 WC
4042,✅✅Bán gấp MẶT PHỐ Chiến Thắng-Văn Quán 86m2x4T🍁🍁CHƯA ĐẾN 200tr/m2,"Quận Hà Đông, Hà Nội",14 tỷ 900 triệu,86 m2,6 PN,7 WC
4043,"Bán nhà ngõ 409 Kim Mã, Ba Đình 103m Mt 5.2m Ôtô vào nhà","Quận Ba Đình, Hà Nội",16 tỷ 500 triệu,103 m2,5 PN,5 WC
4044,✅✅Bán gấp MẶT PHỐ Chiến Thắng-Văn Quán 86.4m2x4T🍁🍁CHƯA ĐẾN 200tr/m2,"Quận Hà Đông, Hà Nội",14 tỷ 940 triệu,86 m2,6 PN,8 WC
4045,Bán nhà xây mới quận Hoàn Kiếm 6 Tầng Thang máy Thoáng đẹp. Chỉ 3.5 tỷ,"Quận Hoàn Kiếm, Hà Nội",3 tỷ 500 triệu,19 m2,5 PN,5 WC
4046,"Cần bán nhà đẹp mặt phố Hàng Lược, Hoàn Kiếm. 6,9 tỷ","Quận Hoàn Kiếm, Hà Nội",6 tỷ 900 triệu,29 m2,3 PN,3 WC
4047,✅✅Bán gấp MẶT PHỐ CỔ Bà TRiệu 68m2x3T🍁🍁 Kinh Doanh Vỉa Hè Ô tô Tránh,"Quận Hà Đông, Hà Nội",12 tỷ 500 triệu,68 m2,4 PN,4 WC
4048,"Cần bán nhà ngõ 173 Hoàng Hoa Thám, quận Ba Đình. Giá 9,6 tỷ","Quận Ba Đình, Hà Nội",9 tỷ 600 triệu,90 m2,5 PN,4 WC
4049,✅✅Bán gấp MẶT PHỐ CỔ Bà TRiệu 68.1m2x3T🍁🍁 Kinh Doanh Vỉa Hè Ô tô Trá,"Quận Hà Đông, Hà Nội",12 tỷ 510 triệu,68 m2,4 PN,4 WC
4050,"Bán nhà mặt phố cổ Tạ Hiện, Hoàn Kiếm Lô góc 3 thoáng Mt 4.8m","Quận Hoàn Kiếm, Hà Nội",65 tỷ,60 m2,3 PN,3 WC
4051,✅✅Bán gấp MẶT PHỐ CỔ Bà TRiệu 68.2m2x3T🍁🍁 Kinh Doanh Vỉa Hè Ô tô Trá,"Quận Hà Đông, Hà Nội",12 tỷ 520 triệu,68 m2,4 PN,4 WC
4052,"Bán nhà phố Ngọc Khánh, Ba Đình. 61m Mt 4.55m Lô góc, ô tô tránh","Quận Ba Đình, Hà Nội",15 tỷ 500 triệu,61 m2,3 PN,2 WC
4053,"✅Bán gấp nhà Phùng Khoang Ô TÔ KINH DOANH, 55m2x3T","Quận Nam Từ Liêm, Hà Nội",4 tỷ 650 triệu,55 m2,3 PN,3 WC
4054,"Bán nhà C4 phố Đào Tấn, Ba Đình. 96m Mt7.3 Ô tô vào nhà, 10m ra phố","Quận Ba Đình, Hà Nội",21 tỷ 500 triệu,96 m2,0 PN,0 WC
4055,"✅Bán nhà Mặt Phố Lý Thường Kiệt. VỈA HÈ, Kinh doanh, Ô tô tránh","Quận Hà Đông, Hà Nội",6 tỷ 300 triệu,3 m2,5 PN,5 WC
4056,Bán mảnh đất Lô góc mặt phố Lạc Long Quân 79m Mt 6.3m Kinh doanh đỉnh,"Quận Tây Hồ, Hà Nội",30 tỷ 500 triệu,79 m2,0 PN,0 WC
4057,"✅Bán nhà mặt phố Lý Thường Kiệt 40m2x3T, VỈA HÈ KINH DOANH, Ô TÔ TRÁNH","Quận Hà Đông, Hà Nội",6 tỷ 750 triệu,40 m2,3 PN,3 WC
4058,"Bán nhà Phố Trần Hưng Đạo, Hoàn Kiếm. 53m 4 Tầng Mt 3.8m Ngõ ô tô","Quận Hoàn Kiếm, Hà Nội",13 tỷ 800 triệu,53 m2,4 PN,3 WC
4059,✅Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 60m 4 tỷ 5,"Quận Hà Đông, Hà Nội",4 tỷ 590 triệu,60 m2,1 PN,1 WC
4060,"🏡🏡🏡 MẶT PHỐ Trung Văn - Kinh doanh sầm uất - Mặt chợ, Sân bóng,Kiot","Quận Nam Từ Liêm, Hà Nội",8 tỷ 900 triệu,43 m2,4 PN,4 WC
4061,"Bán nhà Tôn Thất Thiệp, Ba Đình 6 Tầng Mt 3.7m Thang máy Ôtô đỗ cửa","Quận Ba Đình, Hà Nội",12 tỷ 500 triệu,36 m2,4 PN,4 WC
4062,🏡🏡🏡 MẶT PHỐ giáp đường Lương Thế Vinh - Vỉa hè - Kinh doanh sầm uất,"Quận Thanh Xuân, Hà Nội",8 tỷ 910 triệu,43 m2,5 PN,4 WC
4063,"Bán nhà Ngọc Hà, Ba Đình 5 Tầng Mt 3.7m Ôtô đỗ cửa, sát phố.","Quận Ba Đình, Hà Nội",10 tỷ 500 triệu,56 m2,4 PN,4 WC
4064,"✅✅Nguyễn Lân Mặt Phố 🍁🍁4 Ô TÔ TRÁNH - Vỉa Hè - KD - Giá SHOCK, 30m2","Quận Thanh Xuân, Hà Nội",6 tỷ 350 triệu,30 m2,4 PN,4 WC
4065,Bán nhà Phân lô 2 mặt tiền Lạc Long Quân 5 Tầng Mt 4.3m Kinh doanh,"Quận Tây Hồ, Hà Nội",11 tỷ 900 triệu,50 m2,4 PN,4 WC
4066,✅✅Bán nhà 1 tầng 50.1m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 310 triệu,50 m2,1 PN,1 WC
4067,"Bán nhà Mặt phố cổ Đinh Liệt, Hoàn Kiếm 5 Tầng Mt 3.4m Kinh doanh","Quận Hoàn Kiếm, Hà Nội",25 tỷ,25 m2,3 PN,4 WC
4068,✅✅Bán nhà 1 tầng 50.2m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 320 triệu,50 m2,1 PN,1 WC
4069,"Siêu Phẩm mặt phố Hàng Gai, vài bước ra Hồ Gươm. 93m 6 Tầng Kinh Doanh","Quận Hoàn Kiếm, Hà Nội",120 tỷ,93 m2,6 PN,5 WC
4070,"Cần bán gấp nhà phố Khâm Thiên, nhà ở và có phòng cho thuê 40m2/5tỷ3","Quận Đống Đa, Hà Nội",5 tỷ 300 triệu,40 m2,10 PN,10 WC
4071,✅✅Bán nhà 1 tầng 50.3m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 330 triệu,50 m2,1 PN,1 WC
4072,Siêu phẩm Mặt Phố Cổ Hàng Nón 125m Mt 6m Vỉa hè Kinh doanh.,"Quận Hoàn Kiếm, Hà Nội",59 tỷ 500 triệu,125 m2,5 PN,5 WC
4073,✅✅Bán nhà 1 tầng 50.4m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 340 triệu,50 m2,1 PN,1 WC
4074,"✅✅Bán đất 51.1m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà, Kinh doanh nhỏ","Quận Nam Từ Liêm, Hà Nội",3 tỷ 310 triệu,51 m2,0 PN,0 WC
4075,Bán nhà Mặt Phố cổ Bát Đàn 27m Mt 3.2m Vỉa hè Kinh doanh,"Quận Hoàn Kiếm, Hà Nội",15 tỷ,27 m2,2 PN,2 WC
4076,✅✅Bán gấp MẶT PHỐ Chiến Thắng-Văn Quán 86.3m2x4T🍁🍁CHƯA ĐẾN 200tr/m2,"Quận Hà Đông, Hà Nội",14 tỷ 930 triệu,86 m2,6 PN,8 WC
4077,"Bán nhà Mặt Phố Liễu Giai 99m Mt 6.2m Vỉa hè, Đường 2 chiều Kinh doanh","Quận Ba Đình, Hà Nội",58 tỷ,99 m2,4 PN,4 WC
4078,✅✅Bán gấp MẶT PHỐ CỔ Bà TRiệu 68.3m2x3T🍁🍁 Kinh Doanh Vỉa Hè Ô tô Trá,"Quận Hà Đông, Hà Nội",12 tỷ 530 triệu,68 m2,4 PN,4 WC
4079,Bán nhà Mặt Phố Nguyễn Hữu Huân 99m Mt 5.3m Vỉa hè Kinh Doanh,"Quận Hoàn Kiếm, Hà Nội",95 tỷ,99 m2,4 PN,4 WC
4080,✅✅Bán gấp MẶT PHỐ CỔ Bà TRiệu 68.5m2x3T🍁🍁 Kinh Doanh Vỉa Hè Ô tô Trá,"Quận Hà Đông, Hà Nội",12 tỷ 550 triệu,68 m2,4 PN,4 WC
4081,"Bán nhà phố Đội Nhân, Ba Đình 60m Mt 10.5m Vỉa hè Kinh doanh","Quận Ba Đình, Hà Nội",12 tỷ 900 triệu,60 m2,3 PN,3 WC
4082,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85m2x2T 🍁🍁Kinh Doanh,"Quận Hà Đông, Hà Nội",11 tỷ 700 triệu,85 m2,3 PN,3 WC
4083,"Bán nhà phố Kim Mã, Ba Đình 70m Mt 3.5m Ô tô vào nhà, Kinh doanh","Quận Ba Đình, Hà Nội",13 tỷ 200 triệu,70 m2,4 PN,4 WC
4084,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85.1m2x2T 🍁🍁Kinh Doan,"Quận Hà Đông, Hà Nội",11 tỷ 710 triệu,85 m2,3 PN,3 WC
4085,Siêu phẩm nhà đẹp Ngõ 97 phố Văn Cao 67m 4 Tầng Mt 5m. Nội thất sịn sò,"Quận Ba Đình, Hà Nội",11 tỷ 800 triệu,67 m2,4 PN,4 WC
4086,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85.3m2x2T 🍁🍁Kinh Doan,"Quận Hà Đông, Hà Nội",11 tỷ 730 triệu,85 m2,3 PN,3 WC
4087,"Siêu phẩm nhà đẹp phân lô đường Hồng Hà, Ba Đình 43m 6 Tầng Mt 4m","Quận Ba Đình, Hà Nội",10 tỷ 800 triệu,43 m2,8 PN,5 WC
4088,"Siêu phẩm nhà đẹp Lô góc Ngõ 182 Bạch Đằng 49m, Mt 4m Tặng nội thất","Quận Hoàn Kiếm, Hà Nội",5 tỷ 950 triệu,49 m2,3 PN,3 WC
4089,"✅Bán gấp nhà Phùng Khoang Ô TÔ KINH DOANH, 55m2x3T","Quận Nam Từ Liêm, Hà Nội",4 tỷ 650 triệu,55 m2,3 PN,2 WC
4090,Lô góc Mặt phố Ba Đình 9 Tầng 72m Mt 5.7m Thang máy Kinh Doanh 38 Tỷ,"Quận Ba Đình, Hà Nội",38 tỷ,72 m2,7 PN,8 WC
4091,"✅Bán gấp nhà MẶT PHỐ Trung Văn 50m2x4T, Vỉa Hè, KD","Quận Thanh Xuân, Hà Nội",9 tỷ 130 triệu,43 m2,4 PN,4 WC
4092,"✅Bán gấp mảnh đất DÒNG TIỀN 600 triệu/năm, Ô tô tránh","Quận Hà Đông, Hà Nội",4 tỷ 550 triệu,60 m2,1 PN,1 WC
4093,"✅SIÊU PHẨM Lê Trọng Tấn-Hà Đông, 4 ngủ, Ô tô Căn góc","Quận Hà Đông, Hà Nội",3 tỷ 250 triệu,35 m2,4 PN,4 WC
4094,"✅SIÊU PHẨM Chiến Thắng - gần hồ Văn Quán. Ô tô tránh, Vỉa hè, Kinh doa","Quận Hà Đông, Hà Nội",5 tỷ 600 triệu,30 m2,4 PN,4 WC
4095,✅✅✅ Làng Việt kiều châu Âu - Ô tô vào nhà🍁🍁 khu cán bộ 🍀🍀,"Quận Hà Đông, Hà Nội",4 tỷ 540 triệu,39 m2,4 PN,4 WC
4096,✅✅MẶT PHỐ Quang Trung - Vỉa hè 10m 🍁🍁 Chân ga Tàu - Kinh doanh Siêu,"Quận Hà Đông, Hà Nội",5 tỷ 600 triệu,40 m2,3 PN,3 WC
4097,✅✅MẶT PHỐ - Vỉa hè 10m 🍁🍁 Chân ga Tàu - Kinh doanh Siêu đỉnh cao,"Quận Hà Đông, Hà Nội",5 tỷ 590 triệu,40 m2,3 PN,3 WC
4098,✅✅MẶT PHỐ Kinh doanh siêu đỉnh cao 🍁🍁 Vỉa hè 10m - Chân ga Tàu,"Quận Hà Đông, Hà Nội",5 tỷ 610 triệu,40 m2,3 PN,4 WC
4099,✅✅ Quang Trung MẶT PHỐ- Vỉa hè 10m 🍁🍁 Kinh doanh Siêu Đỉnh Cao,"Quận Hà Đông, Hà Nội",5 tỷ 615 triệu,40 m2,3 PN,3 WC
4100,✅✅Bán gấp MẶT PHỐ LK New House Xa La 82.1m2x4T 🍁🍁Kinh Doanh VP,"Quận Hà Đông, Hà Nội",16 tỷ 910 triệu,82 m2,6 PN,6 WC
4101,✅✅Bán gấp MẶT PHỐ LK New House Xa La 82.2m2x4T 🍁🍁Kinh Doanh VP,"Quận Hà Đông, Hà Nội",16 tỷ 920 triệu,82 m2,6 PN,6 WC
4102,✅✅✅Ô Tô đỗ cửa - Làng Việt kiều châu Âu🍁🍁 Dân trí cán bộ 🍀🍀,"Quận Hà Đông, Hà Nội",4 tỷ 565 triệu,38 m2,4 PN,4 WC
4103,✅✅✅ Khu cán bộ - Làng Việt kiều châu Âu🍁🍁 Ô tô vào thẳng nhà 🍀🍀,"Quận Hà Đông, Hà Nội",4 tỷ 552 triệu,36 m2,4 PN,4 WC
4104,"✅✅MẶT PHỐ Vip - Vỉa hè - Kinh doanh 🍁🍁4 Ô TÔ TRÁNH - Giá SHOCK, 30m2","Quận Thanh Xuân, Hà Nội",6 tỷ 350 triệu,30 m2,4 PN,4 WC
4105,✅✅Phố Vip - Kinh Doanh - Vỉa Hè 🍁🍁4 Ô TÔ TRÁNH - Giá SHOCK,"Quận Thanh Xuân, Hà Nội",6 tỷ 360 triệu,31 m2,4 PN,4 WC
4106,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85.1m2x2T 🍁🍁Kinh Doan,"Quận Hà Đông, Hà Nội",11 tỷ 720 triệu,85 m2,3 PN,3 WC
4107,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85.4m2x2T 🍁🍁Kinh Doan,"Quận Hà Đông, Hà Nội",11 tỷ 740 triệu,85 m2,3 PN,3 WC
4108,✅✅Bán gấp MẶT PHỐ Tô Hiến Thành - KĐT Văn Quán 85.5m2x2T 🍁🍁Kinh Doan,"Quận Hà Đông, Hà Nội",11 tỷ 750 triệu,86 m2,3 PN,3 WC
4109,"✅Bán nhà làng Việt Kiều châu Âu, 38m2x4T, Ô Tô đỗ cửa","Quận Hà Đông, Hà Nội",4 tỷ 550 triệu,35 m2,4 PN,4 WC
4110,🍁🍁🍁Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 60m 4,"Quận Hà Đông, Hà Nội",4 tỷ 590 triệu,60 m2,1 PN,1 WC
4111,🍁🍁🍁Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 60m 4,"Quận Hà Đông, Hà Nội",4 tỷ 590 triệu,60 m2,1 PN,1 WC
4112,🏡🏡🏡 MẶT PHỐ Trung Văn - Vỉa hè - Kinh doanh sầm uất nhất quận,"Quận Nam Từ Liêm, Hà Nội",8 tỷ 915 triệu,43 m2,5 PN,4 WC
4113,🏡🏡🏡 MẶT PHỐ Trung Văn - Giáp khu Olympia - Kinh doanh mạnh,"Quận Nam Từ Liêm, Hà Nội",8 tỷ 920 triệu,43 m2,4 PN,4 WC
4114,🍀🍀🍀 Ô TÔ TRÁNH - NGÃ 3 - KINH DOANH - Làng Việt Kiều châu Âu - 60m2,"Quận Hà Đông, Hà Nội",4 tỷ 595 triệu,59 m2,1 PN,1 WC
4115,✅✅Bán nhà 1 tầng 50.5m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 350 triệu,50 m2,1 PN,1 WC
4116,"✅✅Bán đất 51m2 gần Vinhomes Tây Mỗ🍁🍁 Ô tô vào nhà, Kinh doanh nhỏ","Quận Nam Từ Liêm, Hà Nội",3 tỷ 300 triệu,51 m2,0 PN,0 WC
4117,✅✅Bán gấp MẶT PHỐ LK New House Xa La 82m2x4T 🍁🍁Kinh Doanh VP,"Quận Hà Đông, Hà Nội",16 tỷ 900 triệu,82 m2,8 PN,8 WC
4118,"✅✅Bán gấp MẶT PHỐ CỔ Bà Triệu 65m2x7T, MT4M 🍁🍁Kinh Doanh cực sầm uất","Quận Hà Đông, Hà Nội",15 tỷ 400 triệu,65 m2,12 PN,12 WC
4119,"✅✅Bán gấp MẶT PHỐ CỔ Bà Triệu 65.1m2x7T, MT4.1M 🍁🍁Kinh Doanh sầm uất","Quận Hà Đông, Hà Nội",15 tỷ 410 triệu,65 m2,12 PN,12 WC
4120,"✅✅Bán gấp MẶT PHỐ CỔ Bà Triệu 65.2m2x7T, MT4.2M 🍁🍁Kinh Doanh sầm uất","Quận Hà Đông, Hà Nội",15 tỷ 420 triệu,65 m2,12 PN,12 WC
4121,✅✅Bán gấp MẶT PHỐ Chiến Thắng-Văn Quán 86m2x4T🍁🍁CHƯA ĐẾN 200tr/m2,"Quận Hà Đông, Hà Nội",14 tỷ 910 triệu,86 m2,6 PN,6 WC
4122,✅✅Bán gấp MẶT PHỐ Chiến Thắng-Văn Quán 86.2m2x4T🍁🍁CHƯA ĐẾN 200tr/m2,"Quận Hà Đông, Hà Nội",14 tỷ 920 triệu,86 m2,6 PN,8 WC
